geometry,@id,access,addr:city,addr:housenumber,addr:postcode,addr:street,alt_name,building,height,layer,man_made,name,note,old_name,phone,ref:bag,source,source:date,start_date,toilets:wheelchair,website,wheelchair,wikidata,wikimedia_commons,wikipedia,ref,description,heritage,tower:construction,tower:type,addr:country,operator,operator:website,operator:wikidata,telecom,architect,amenity,display,faces,visibility,historic,tourism,office,short_name,source:name,building:part,heritage:operator,ref:rce,building:levels,operator:wikipedia,roof:shape,building:material,min_height,roof:height,roof:material,ref:CGBCode,landuse,material,level,opening_hours,technology,technology_1,technology_2,technology_3,communication:gsm-r,communication:mobile_phone,location,barrier,bicycle,foot,motor_vehicle,communication:television,emergency,manufacturer,siren:model,siren:purpose,siren:type,support,operator:type,contact:facebook,contact:instagram,contact:twitter,mast,nest,name:en,communication:radio,frequency,communication:microwave,lamp_type,playground,communication:emergency_services,sources,highway,lamp_mount,capacity,species,species:en,species:nl,colour
POINT (4.8984924 52.3735702),node/599589999,,,,,,,,27,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8983157 52.3638027),node/599590004,,,,,,,,8,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8978956 52.3752693),node/599590011,,,,,,,,5,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8967729 52.3701326),node/599590020,,,,,,,,28,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8967775 52.3701326),node/599590025,,,,,,,,28,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8931489 52.3663427),node/599590067,,,,,,,,10,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8928379 52.367411),node/599590068,,,,,,,,28,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8928433 52.367411),node/599590072,,,,,,,,29,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8928431 52.3674076),node/599590073,,,,,,,,28,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8925926 52.3635542),node/599590079,,,,,,,,24,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8925926 52.3635542),node/599590080,,,,,,,,21,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8923697 52.3703839),node/599590081,,,,,,,,5,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8922925 52.3707162),node/599590082,,,,,,,,28,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8914867 52.37056),node/599590090,,,,,,,,10,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8888289 52.3717156),node/599590098,,,,,,,,32,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8888306 52.3717173),node/599590104,,,,,,,,34,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8888313 52.3717156),node/599590105,,,,,,,,32,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8869112 52.3661368),node/599590122,,,,,,,,10,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8866033 52.3612831),node/599590141,,,,,,,,20,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8853235 52.3870804),node/599590166,,,,,,,,22,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.88547 52.3646919),node/599590191,,,,,,,,23,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8854593 52.3646926),node/599590225,,,,,,,,21,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8832643 52.3640541),node/599590242,,,,,,,,10,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8787555 52.3731574),node/599590252,,,,,,,,25,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.973601 52.3828289),node/599590257,,,,,,,,9,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9729121 52.3229235),node/599590258,,,,,,,,40,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900;UMTS;GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9642862 52.3551877),node/599590262,,,,,,,,41,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9609579 52.3076198),node/599590266,,,,,,,,22,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9609579 52.3076198),node/599590267,,,,,,,,20,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9609579 52.3076198),node/599590268,,,,,,,,20,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9605987 52.3241741),node/599590271,,,,,,,,44,24,mast,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,38,,,,,metal,,,GSM 1800,,,,yes,yes,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9597623 52.3633214),node/599590272,,,,,,,,20,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9541877 52.3920618),node/599590273,,,,,,,,52,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9544662 52.356903),node/599590274,,,,,,,,24,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9544662 52.356903),node/599590281,,,,,,,,22,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9512319 52.3962391),node/599590290,,,,,,,,37,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9511506 52.3963197),node/599590291,,,,,,,,38,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9511328 52.3963162),node/599590292,,,,,,,,35,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.951143 52.3963197),node/599590293,,,,,,,,35,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9507368 52.3047423),node/599590294,,,,,,,,32,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9489634 52.3968419),node/599590295,,,,,,,,37,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9470263 52.4114037),node/599590298,,,,,,,,27,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9447142 52.3485713),node/599590352,,,,,,,,25,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9447126 52.3485774),node/599590371,,,,,,,,20,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9438475 52.3604048),node/599590374,,,,,,,,18,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9433129 52.347811),node/599590378,,,,,,,,23,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9433065 52.3478094),node/599590383,,,,,,,,21,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9416902 52.3978693),node/599590388,,,,,,,,55,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9417234 52.3978903),node/599590389,,,,,,,,55,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9409343 52.3593417),node/599590390,,,,,,,,24,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9409368 52.3593423),node/599590391,,,,,,,,23,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9391676 52.3993488),node/599590392,,,,,,,,17,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.93937 52.369133),node/599590393,,,,,,,,34,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9393292 52.3691251),node/599590397,,,,,,,,33,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9393915 52.3691055),node/599590403,,,,,,,,33,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9369989 52.3568109),node/599590408,,,,,,,,19,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9364407 52.3568447),node/599590416,,,,,,,,17,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9362608 52.3356422),node/599590430,,,,,,,,27,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.936234 52.3356599),node/599590437,,,,,,,,24,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9362597 52.3356599),node/599590442,,,,,,,,24,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9333726 52.3602933),node/599590479,,,,,,,,22,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9333866 52.360287),node/599590484,,,,,,,,21,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9333816 52.3602933),node/599590490,,,,,,,,21,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9302099 52.3532347),node/599590503,,,,,,,,15,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9299131 52.3549772),node/599590509,,,,,,,,4,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9291891 52.3606637),node/599590516,,,,,,,,25,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9292085 52.3606637),node/599590520,,,,,,,,25,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9289785 52.3545062),node/599590521,,,,,,,,20,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9285582 52.3369425),node/599590523,,,,,,,,28,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800; UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9255553 52.3891489),node/599590530,,,,,,,,25,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9255094 52.3891434),node/599590537,,,,,,,,24,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9255229 52.3889606),node/599590546,,,,,,,,27,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.925491 52.3889388),node/599590561,,,,,,,,27,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9255063 52.3889871),node/599590562,,,,,,,,27,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9224175 52.3825133),node/599590563,,,,,,,,24,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9225013 52.3617385),node/599590569,,,,,,,,44,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.922402 52.361659),node/599590573,,,,,,,,43,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9223719 52.3617024),node/599590576,,,,,,,,43,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9225361 52.3616941),node/599590577,,,,,,,,40,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9213327 52.3669333),node/599590579,,,,,,,,29,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9213437 52.3669342),node/599590587,,,,,,,,33,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9212826 52.3668799),node/599590588,,,,,,,,31,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9212746 52.3668792),node/599590600,,,,,,,,29,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9206325 52.413963),node/599590604,,,,,,,,16,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9211437 52.3583673),node/599590605,,,,,,,,23,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9206538 52.3353419),node/599590606,,,,,,,,21,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9206921 52.335336),node/599590608,,,,,,,,20,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9206666 52.3353298),node/599590609,,,,,,,,20,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.919907 52.3489523),node/599590612,,,,,,,,43,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9192409 52.4054497),node/599590614,,,,,,,,30,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.919771 52.3479361),node/599590615,,,,,,,,42,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS;GSM 1800;GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9190578 52.3726448),node/599590618,,,,,,,,20,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9190746 52.3726545),node/599590619,,,,,,,,19,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9189929 52.3531276),node/599590621,,,,,,,,20,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9189575 52.3531348),node/599590622,,,,,,,,20,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9189822 52.3531459),node/599590623,,,,,,,,20,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9179708 52.3641249),node/599590624,,,,,,,,21,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9179864 52.3432105),node/599590625,,,,,,,,35,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9166551 52.3458302),node/599590626,,,,,,,,63,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9166009 52.344304),node/599590627,,,,,,,,95,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9150907 52.3326929),node/599590629,,,,,,,,24,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9150607 52.3326832),node/599590630,,,,,,,,24,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9137589 52.3914756),node/599590631,,,,,,,,15,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9121638 52.3442748),node/599590634,,,,,,,,41,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
